rel_delta,rel_theta,rel_alpha,rel_beta,rel_gamma,spectral_centroid,spectral_entropy,label
0.05643471720799371,0.07852749215530759,0.2205745581763099,0.4208090786409729,0.08965595633505571,15.835260906365214,0.7315610901628273,awake
0.049470825959593394,0.07279032429860828,0.26240474320268614,0.3541049509963336,0.1032983674553132,15.759002083526825,0.7216759355586592,awake
0.0581899964224611,0.074509246726437,0.23151949278195333,0.3877482980721957,0.10106681174901601,16.033747861942675,0.7309393128806464,awake
0.052974781977745876,0.05570797017165381,0.2332989882162521,0.4412178310880566,0.09516016944798988,16.320074162202825,0.7328729635727512,awake
0.05077148136647657,0.07806351864744906,0.20444445055773236,0.44624233090086346,0.0857466100634474,15.975321430216129,0.7294558481241143,awake
0.06159413984107691,0.09289248410869178,0.21584197164368193,0.4225946694811132,0.08226751556122328,15.761150661889356,0.7316499757854398,awake
0.06083894629920966,0.0923279455443315,0.1975228901831395,0.4253986461833581,0.0967675375453468,15.946973954971995,0.7370631267095994,awake
0.048846867061484465,0.08946856145239548,0.24119345281847387,0.39530471643436194,0.09201667465278482,15.682964203055368,0.7310900230010603,awake
0.05196089805194339,0.0948650131784406,0.2239925858642066,0.38664153595426404,0.09052788345064572,15.516028930063758,0.7299481843513548,awake
0.04534490527338247,0.0992854992286201,0.23039927654121523,0.38563009805183096,0.08345758662565174,15.390504904656428,0.7271085111660335,awake
0.0549878846629127,0.0798220339572877,0.26600620859916047,0.35809005081075806,0.09031873552378784,15.506322698567196,0.7216677751450883,awake
0.04908576524489408,0.06905964939362016,0.2835663527758613,0.37106672754938064,0.09042159862941586,15.68876156545771,0.7158479179551775,awake
0.04267557137591902,0.07672266710610805,0.21483770646969555,0.44002468475003,0.08240423921243202,16.090159766509334,0.7284836601373722,awake
0.05353460331129506,0.0762544973214788,0.24186128470625734,0.3850728864430884,0.09389566029064267,15.673009000555195,0.7249758556999946,awake
0.05951957862305167,0.10437284924931574,0.2146674124400222,0.3775055811829695,0.09400185161301697,15.209616922229412,0.7315013737795661,awake
0.06409468836783075,0.09946743663476892,0.20904398136497906,0.39805324825306004,0.08699086904301216,15.46877983579054,0.7314694745386473,awake
0.07181169171950805,0.08690208780447643,0.21264278794021615,0.38916552005360405,0.09188129568476747,15.471624932913102,0.7340012639388389,awake
0.04569935425507125,0.08659851362502724,0.2160744833572942,0.4326400320216724,0.09182230993441019,16.21422284105609,0.73369588128672,awake
0.053136199474136676,0.09120049575886469,0.22707952247671884,0.4220973857273387,0.0878912067281743,15.953848035629415,0.7311989842600202,awake
0.04329583116003197,0.10512210922553553,0.24402244126696557,0.3784141007143994,0.10106666229792703,15.87921796362994,0.7307238898220586,awake
0.039812533317338465,0.08304000072781757,0.2255972126989679,0.40188388187262447,0.10404913380790198,15.955181810049767,0.7263950600783945,awake
0.05269493051810741,0.08966185840358473,0.2052665030812379,0.4124620336042912,0.10174806868031354,15.868558344868902,0.7337301361506158,awake
0.06094259679243214,0.07878102497859764,0.22072150101738233,0.415304351132236,0.08840736456565754,15.811999139737072,0.7290936738957283,awake
0.04572683190390044,0.07345666140483958,0.2497544841990673,0.41867973692326077,0.08042892921665179,16.024295842344333,0.7227403688378506,awake
0.06403973694056062,0.07928149144557038,0.21010748864845694,0.43110142253899914,0.08485695030574619,15.8376130168248,0.7290931533945232,awake
0.05464249062342595,0.08700083593115462,0.20286332379551933,0.43341932426038793,0.09076811822958834,15.671937644171244,0.7293345750298358,awake
0.04043726847870851,0.10039596462259531,0.24612788395347793,0.3884081293651499,0.09063475741490201,15.426676796130998,0.7243652834033503,awake
0.04089946157078002,0.10129606309680061,0.2602423434222736,0.36027485559569616,0.09410764548940227,15.27264410415477,0.7201196646301941,awake
0.06013397925702887,0.10420653445757685,0.2271399697338454,0.3654768420410796,0.08581201854861857,14.93375369104745,0.724878414053902,awake
0.0928655383887476,0.07492827543645225,0.22479645652944844,0.3720149560846521,0.08919065820837535,14.940526658210743,0.7319692360583633,awake
0.08448340924355018,0.07055565491131596,0.229882295059575,0.38001621103807537,0.08490589808594434,15.092152519536937,0.7254068183008856,awake
0.0740856614958626,0.09247508148284786,0.22610580117839116,0.35894569029925244,0.08719283047128859,14.777727062586298,0.7265966621952251,awake
0.08155120482387883,0.1073760562736452,0.27159447325291736,0.3235003350712319,0.08317197275658056,14.118105657560653,0.7155143195467392,awake
0.047301810022695026,0.10210830502948906,0.28109241835028315,0.3463496775094417,0.07795482243660713,14.87166534439246,0.7160070647572331,awake
0.055871103697065445,0.10109294516795594,0.2600117154532107,0.35337174861773823,0.09413552391882019,15.265922162389904,0.7244709362060434,awake
0.04901909571750015,0.10118549318673298,0.26663916852238995,0.3632832717392174,0.09698170855109046,15.404668354948926,0.7259026549543921,awake
0.05795268474607812,0.10985981790409492,0.214187198373645,0.4133503904520206,0.07083790140772735,15.183836380591153,0.7306721936380541,awake
0.049992883595720614,0.10337992516301342,0.23030071136421335,0.40244756502939055,0.08011502526338952,15.346431426934384,0.7278814718352228,awake
0.06435180543536594,0.11805762007171121,0.2423310264115735,0.3783965946818683,0.08094713841963705,14.909098067979036,0.7241051587934284,awake
0.08097521533406485,0.1017213369753274,0.20057191757031156,0.3889021871207195,0.09094487799766784,14.997124050445185,0.7314725727123752,awake
0.06955648485889793,0.09529659593025269,0.2358277357806003,0.3530546160204031,0.07994530559606328,14.605105963125167,0.7200969963522912,awake
0.04117547382172489,0.08950444342424352,0.29793440748957706,0.3542942780249821,0.0713436689408699,14.759598104001974,0.7062822860725493,awake
0.0549372594779283,0.0856300787043538,0.22749129690711611,0.42321218229943347,0.08598963821292689,15.949969670374834,0.729702239795117,awake
0.06105240518220931,0.08692995093634395,0.2666738825644301,0.3585621529498811,0.09418158235082105,15.09400712999219,0.7236187431720189,awake
0.0506602345278266,0.07734137513809095,0.2583110665776888,0.35431311725625214,0.11174648292317542,15.79151215098876,0.7247372060294106,awake
0.05548506088710106,0.09805537378501808,0.2250781596874436,0.3886365560644909,0.08963414981841976,15.531122642874198,0.7283384439440431,awake
0.08851739031802938,0.1070524325780788,0.24029610262851395,0.3443975609040914,0.08964752832867437,14.626206882540643,0.7246559393341468,awake
0.06975459377564429,0.08550096813515078,0.22402493955883718,0.4048981384955434,0.08548770040781414,15.669412274657143,0.7293222197114201,awake
0.052597383592851855,0.0898593744502871,0.19116850894005516,0.44838964520966856,0.09532960060844,16.775711577518102,0.7388848970616818,awake
0.06547098597427611,0.0914343203810076,0.20745042745769363,0.4122135978295096,0.08724821584593413,15.40945416744373,0.7339486608898613,awake
0.05497213537865197,0.08808095393074022,0.27424457293913923,0.37366037033277427,0.07460903501200998,14.741170495995604,0.7171212400023821,awake
0.05672787069984333,0.11614571138412781,0.250175850844254,0.3432160156193661,0.08280054765401212,14.707543708155246,0.7205415634015864,awake
0.048188045102919776,0.12299455159764175,0.1997258271879471,0.3812541385801455,0.10647705341797152,15.884907560543175,0.7346351178098335,awake
0.06048926303817892,0.07708538372504029,0.27575507984821596,0.36195289372812545,0.1056745783585912,15.538068287680561,0.7246863648720118,awake
0.059534283092062795,0.0932681049150483,0.20543865368891334,0.40831041632105836,0.10465256490353188,16.044928708173323,0.7402710521749796,awake
0.05422374270639309,0.10803633559700933,0.22634218713080528,0.3726158054877326,0.09317569475654933,15.502108798822464,0.7323602171853767,awake
0.04914561915814688,0.10399378194159115,0.23329872390216855,0.37164566849304304,0.10036400509580698,15.582244220533006,0.733216690233437,awake
0.04948669578475165,0.0814949802164636,0.2268516385373244,0.42451296408931505,0.09086651063591412,16.02821342982053,0.7333307989276141,awake
0.06123560684374071,0.10368022412136547,0.260006138236753,0.36503313871049287,0.07782379347248683,14.876089182248,0.7202450509113674,awake
0.060169681904423504,0.0908750441843714,0.2984128245957786,0.3470542166426912,0.08686992279657109,14.956404299368023,0.716449269788839,awake
0.06804265893649147,0.09801523954833467,0.2706962653265801,0.35914825013015456,0.07941255187503364,14.581151570741996,0.7178271943157107,awake
0.04509916560397769,0.10268707849981173,0.215648614225475,0.40706467144138725,0.09898199192313056,16.136188461398426,0.7354951396064615,awake
0.05787503611035675,0.1031867311229974,0.21820271760532678,0.3804321837818938,0.1006125784851476,15.47140527886276,0.7338763371710401,awake
0.06514302043942931,0.07887433833648083,0.23065521015234092,0.4031747092804724,0.0990680865171717,15.829236517186255,0.7315714294003213,awake
0.06384765798617315,0.06874291708455067,0.2501726392691124,0.37772940072103894,0.09594123325295811,15.668630155331138,0.719224218134032,awake
0.05724459998554889,0.10301052648380092,0.2060390657720059,0.401786044695269,0.0863938826108851,15.537378063456346,0.7293043615730945,awake
0.05566328677036651,0.08598208981382378,0.2219660022740083,0.4198443151444384,0.08210693917455418,15.671975071222198,0.7276250854144992,awake
0.078725892504388,0.09005267235202762,0.2381335919970601,0.3693124791743264,0.08270400714034909,14.77280681953632,0.7256902305261476,awake
0.06553206547017967,0.08399957423006515,0.2572631059691947,0.35647549175419524,0.09112483107334061,15.08956160141406,0.7229376495181604,awake
0.04882770914669095,0.09700963126524219,0.23380506871247284,0.3871502797441202,0.08794616258684498,15.378405535035045,0.7251024265926145,awake
0.05392010925001862,0.10820485209586805,0.18560423355734407,0.4143428530965689,0.09421713204139989,15.826159747999615,0.7392591107353689,awake
0.06057644536395507,0.0906676780275048,0.1929493941099154,0.4088086459167401,0.09891353717437291,15.732032056912804,0.7342858850548885,awake
0.048777134376230574,0.11436793314340019,0.22498811686730952,0.369072267885529,0.08510936226630532,15.041310411501778,0.7236730989472745,awake
0.05722180132829401,0.09767166926791412,0.24652223220383268,0.3669458238817324,0.09034552231807944,15.241548614762864,0.7256428431909399,awake
0.05938009054390131,0.06320092935456706,0.2382371695428766,0.398270780788298,0.09519921244947077,15.921738191050498,0.7280089472531842,awake
0.06533169733647776,0.07234154930868507,0.24697656384526728,0.41193467497355807,0.07699411511616068,15.67372225320078,0.7228250322823836,awake
0.058399507321862894,0.07839465086473314,0.21289965362698365,0.45098864745291156,0.08169839003097332,16.29466790956061,0.7324970540728825,awake
0.07358087556006628,0.0794407163374365,0.23480523711962958,0.4101330763326757,0.08459123915021263,15.43052001643349,0.7309441882867348,awake
0.06372450605821485,0.08430590082137768,0.23491027490673855,0.3992774663216569,0.09211369656133453,15.534210042213672,0.7293733887130943,awake
0.05404667578510853,0.10012443998706372,0.22178073607588417,0.4040049724721535,0.08903569364624352,15.67954572732524,0.7306006054801613,awake
0.05165451206946181,0.10810611772326034,0.2152771402100768,0.3990041520203147,0.09282851958936751,15.858529340583436,0.733630206068874,awake
0.05794267131387259,0.09508530379431963,0.22018535703879002,0.41311792503654443,0.08496683502398004,15.47589523551505,0.7309319845752864,awake
0.07031246139774008,0.08301027048381589,0.22767087436377145,0.3995725092611959,0.08196588858320217,15.147317264315229,0.7259086749066915,awake
0.05207635160972833,0.09220370020006502,0.2738067223155066,0.3742751210237867,0.0826940372993705,15.181382895598572,0.7181127803953105,awake
0.04612456426645043,0.1007223273233719,0.25887006735805046,0.3660943503511091,0.09763719685907901,15.541862401914148,0.7260666924231363,awake
0.05873373373973041,0.08936675603647465,0.23310314450815692,0.4053900123195055,0.0811092639238964,15.409896036970435,0.7263577927832948,awake
0.05525570075053253,0.1003738790966864,0.2254643600291556,0.38385657805876955,0.08836393515845034,15.539585454219715,0.7296011832160072,awake
0.04780475571118649,0.08848920900823053,0.24113476705582357,0.3950414217062437,0.08878324634575974,15.7347963681881,0.7270443946248113,awake
0.07975790763554551,0.08670527998950169,0.19184929880615456,0.4223138125238273,0.08404825646604792,15.341121770812734,0.7336403624793679,awake
0.38202713299208924,0.29998615743416157,0.04207001837474597,0.016673500605999866,0.0031873310256745942,3.8708582162771337,0.45258312147290697,sleep
0.4170470003381529,0.2549283912414525,0.0603485043543082,0.017409878493503877,0.002662004963099665,3.7722984460037314,0.4580247248927618,sleep
0.44312740732332945,0.25999641164738,0.05299737563758772,0.01532407387559293,0.002679740614974259,3.8913113228192264,0.46250398623641903,sleep
0.4699488616048722,0.21678100762734087,0.04284001146961234,0.014409548425751801,0.002261748998224506,3.6615308557867703,0.44323704191015517,sleep
0.4288132516089723,0.2949172658150877,0.04771838060956134,0.015563698480829773,0.002209840394640992,3.8376487101591295,0.45881321347068166,sleep
0.3442932542872151,0.3700464773793265,0.047560286286947424,0.018246014521268325,0.0031686936734298798,4.256725969929273,0.4748787290110088,sleep
0.4187287105807337,0.2602229384728191,0.06458327545873871,0.0165264447336022,0.0029918899684592774,4.00416857032443,0.466303189849312,sleep
0.4427378861637979,0.24083718159269152,0.06789025841773547,0.016539068623580584,0.002454609562384898,3.9044092486849653,0.4558471496802867,sleep
0.44033152343505194,0.2516565851042264,0.053974845693695886,0.016926874946327955,0.0024261471733521916,3.8117484328834523,0.4516330832204641,sleep
0.4535426967594084,0.24060251231505153,0.04539125512628389,0.015327095996896677,0.002334562930441042,3.772833365454844,0.44937319254342245,sleep
0.5037096323737084,0.22393342867033778,0.037989868390908836,0.01315179080693409,0.0022237954756105832,3.424657403508864,0.4398397494115425,sleep
0.45564268449051515,0.2592603186331237,0.04430317323386309,0.013998203727028686,0.002735617679037235,3.677665976235185,0.4481753450489934,sleep
0.3826154333067127,0.3194820650621801,0.04831739473515211,0.018107786483072184,0.0028319899703182338,4.020587423782529,0.4629434544777256,sleep
0.4090154308772763,0.3199068052762149,0.04858078519180715,0.017912158511822634,0.002571069342018373,3.9417219199234412,0.46628130925915945,sleep
0.48230549842048176,0.20051912672257113,0.041984807343644626,0.011806094322369249,0.002092486476379497,3.6250365572470313,0.4317096838863904,sleep
0.43265757656609904,0.25763607541009703,0.05293335379068569,0.01300386390758706,0.002951856363755769,3.809092766174705,0.45267984239872916,sleep
0.4408593066373984,0.25127329351666516,0.07148236331727038,0.019114771402836506,0.0030997433013644827,3.9579241415258997,0.47344833309515255,sleep
0.41152412460690935,0.30246157566456205,0.05429393974627392,0.018397450094155745,0.003531105324291004,4.065958848875044,0.4712939573450431,sleep
0.4461256365874009,0.27906797652755544,0.0465228825904068,0.01543581189842664,0.002838204493835132,3.6789608129321834,0.4602263864783062,sleep
0.5030260656789085,0.23403659631013538,0.04363003381550387,0.012623373559846437,0.0026425690669959873,3.412459929862805,0.4421507566428663,sleep
0.511032946524563,0.23084587699767264,0.0513432594167674,0.01477805801610723,0.0022920944747956196,3.5139601730412355,0.44665854854903486,sleep
0.47357601321549786,0.25221251386667315,0.037066560935346486,0.01063445248819992,0.0017811332906736686,3.5687448683737513,0.4388220968400122,sleep
0.3947429607654846,0.2884036404561377,0.047735486080651625,0.014999201594661693,0.0031481042649559796,4.002861095394817,0.4599208343485162,sleep
0.4584764343886091,0.2584549205856438,0.055084532170264454,0.017967190267003757,0.0033677673789013936,3.886954459580082,0.46051092694138085,sleep
0.43111214389332986,0.26942307798316273,0.05224765183502671,0.014390451153072073,0.002580438890291245,3.814540936836149,0.45910400339043334,sleep
0.48352036528214226,0.21502330510522324,0.05992039753399685,0.013397921422172963,0.0025914518107986676,3.7590669997826893,0.4513544801786781,sleep
0.4757292851404876,0.19704595015023754,0.05029161375398806,0.013406140756872712,0.002383866850382858,3.6773795382280463,0.4402009267289086,sleep
0.4649322660622166,0.2195061335556509,0.05080524042911408,0.01694786082897977,0.0027223282678146814,3.648280475198857,0.44364314577645264,sleep
0.332380329926623,0.31165536222658397,0.058219499240304236,0.01669264918220973,0.003073462151575466,4.168778045644309,0.45972649126565784,sleep
0.34345030251617015,0.33312465999801355,0.04468954167918281,0.015392186756749084,0.0027817390091038736,3.9315083303732137,0.45260849298328404,sleep
0.4109662369458548,0.2935730803767046,0.04163603408831167,0.014286212539676896,0.00253659656788843,3.7068698021600244,0.4536016928121583,sleep
0.445562200113899,0.2797447015792915,0.040860339174404146,0.012096271802140656,0.002440160562953278,3.5812781799255604,0.4425308838458026,sleep
0.43423427779377227,0.2679790769052116,0.035056012942445355,0.0129975622603055,0.0025089796872485247,3.645888021244118,0.43616431868909433,sleep
0.35734141686976406,0.33928012347911984,0.03995928078284875,0.01350846802842437,0.002231863284236797,4.001354473890319,0.460967014766044,sleep
0.41789641900129476,0.2902570939443222,0.0363404968405103,0.014774904377080029,0.002331522669599702,3.7488455877654348,0.4524427033186426,sleep
0.44012436674675776,0.26680507878047327,0.040987837550288314,0.014924292620858674,0.0025814900220716562,3.69638195085561,0.44187399590842785,sleep
0.4849540692661166,0.233191389842782,0.03561748255306164,0.015347714905786162,0.0025463433865744118,3.4875094795585797,0.43872822790072763,sleep
0.43404698030202976,0.2596064831247181,0.050212954967219316,0.015741418531994494,0.0028804036656348937,3.7055114772497904,0.4589638064295292,sleep
0.37067134000572544,0.33493137062168243,0.05056638385922531,0.020149557102912354,0.003544765693598238,4.073461563506408,0.47146236384157736,sleep
0.4489810342322199,0.26150674755820325,0.05037891302571069,0.018556411704713137,0.0032227783585496205,3.722262590373681,0.46570228770791183,sleep
0.5460044784879072,0.21674901415908532,0.04211738590822269,0.013402777598354138,0.002010342697605778,3.298278487591041,0.4342476568121406,sleep
0.34559661602110625,0.35165921868973304,0.0499350001694197,0.016695016855028284,0.002841521526214724,4.104512059309786,0.4716841702345058,sleep
0.406741507523916,0.30082102476415057,0.02898004500116787,0.013172331242874764,0.002417515970061271,3.6352188687437197,0.44340429630646166,sleep
0.4752006643012717,0.2495616424799714,0.034324888446392116,0.014548401485229918,0.0023296897333045037,3.5023786403849253,0.439349668197102,sleep
0.5143041272819173,0.24226871133903113,0.045281928625202,0.01292715205170236,0.0022132693728557666,3.471534939496666,0.43949993636523915,sleep
0.4718260780130962,0.26575852084727963,0.04658717403562659,0.013563767880487023,0.002492254174035923,3.781248232125526,0.44585306185610285,sleep
0.48748523096781327,0.2242690464269416,0.04696658240827971,0.014929915490268791,0.0022741831815576226,3.7024795066882232,0.44111238943241093,sleep
0.3849151986984659,0.27627754648311054,0.06402953605987646,0.016291619588785923,0.002430007620357467,4.099323579142268,0.4643236814390177,sleep
0.4135198064272142,0.2858706001443587,0.04477329162167324,0.014055262931321602,0.0026701450986324894,3.838641796777931,0.44936492718023285,sleep
0.39022999429233507,0.2896973276393905,0.0673675537407148,0.014282412421756714,0.0023348065003477867,4.092528764383661,0.4722452494279054,sleep
0.3167187453966985,0.3494015329110198,0.07688178151827663,0.017304011856526545,0.0026733345740657063,4.453729550978,0.4827233080973451,sleep
0.35124085965177154,0.3257533815536446,0.054276863420912834,0.013762080765487343,0.002156015624640315,4.156533075133275,0.4641981487020993,sleep
0.4652329908952699,0.23618765182047813,0.046949746589065026,0.012975503835221417,0.00204084451473008,3.6745815140378912,0.4457513597085977,sleep
0.4543639126112772,0.24132518772003714,0.052010289423712684,0.016213264527883905,0.0024147778058438148,3.905818320369101,0.452687712975598,sleep
0.45235209728213005,0.2338202502193217,0.039336477443029726,0.014329150047100017,0.0022613058537952467,3.5983223326984826,0.43761230562261094,sleep
0.4480652063033117,0.2328647001809739,0.03874431669146051,0.013545928068062605,0.002213439725706804,3.5443442433160364,0.4406339179493886,sleep
0.47689213682843096,0.2310675196163416,0.045276342444448045,0.014237212199372887,0.0018771877005048698,3.558963228361851,0.4411697705139955,sleep
0.4909913967686219,0.22494753145681598,0.047932347568872,0.0178602201648452,0.002875628612109134,3.4987569721206118,0.4476577780457247,sleep
0.4394067067422914,0.2659627977306324,0.04325128049815772,0.01326966857853145,0.0025251838496954965,3.6281407363235836,0.4488799404313304,sleep
0.442153176281698,0.26914634520424574,0.03830029014036717,0.01670045968235005,0.0023590429120554433,3.761961153141188,0.4500653305120353,sleep
0.42060612928352403,0.27704510222321505,0.0424179639208565,0.0182231806763487,0.0026714354709226184,3.707276856786351,0.4511658607595009,sleep
0.4284494285796685,0.2621896333538418,0.051300719631676636,0.015897444300723002,0.0028169831895233028,3.7098452139245985,0.4568433987655567,sleep
0.4248452936606477,0.2533415638514204,0.050314216626137796,0.0134764883658567,0.00230533531583308,3.5511348330824735,0.44197481075309036,sleep
0.42522396436553217,0.26524914185042003,0.03993884318971791,0.013515675671072671,0.0018536912737667792,3.6255893980195872,0.43857578690278753,sleep
0.47256140009153796,0.2418653006316998,0.03651357728672536,0.013179704179399593,0.0017912698280427208,3.5647352718755116,0.43047019602639514,sleep
0.537457483884436,0.1760843082836432,0.03834353177146767,0.013737962344330798,0.0018500224427092688,3.2704447177053946,0.41380800624529174,sleep
0.44907050112306657,0.22327762518693908,0.05386201928821744,0.01609299843630549,0.0030448616695886496,3.7169320642079047,0.45195005401456906,sleep
0.4693900402944813,0.22406708856468713,0.05478811497860095,0.015352156772735456,0.0027388082675805754,3.6260451998621686,0.45061556782728746,sleep
0.4450294965898996,0.24640273579618194,0.03251029683723932,0.014158849255715976,0.002413274740715228,3.596204026292004,0.43755084489137147,sleep
0.39423855168159344,0.2850809072388373,0.02801305606622207,0.012764958529236644,0.0023263344524871855,3.654527558591855,0.43944481442716954,sleep
0.447491128113254,0.24319925558434982,0.02806266326154806,0.012974702350590332,0.002003078405816948,3.553500993293091,0.42137183966578584,sleep
0.4584132703181295,0.24156352427737576,0.034795388716973276,0.013048252923342945,0.001831332359104065,3.469436314497924,0.43141447851562315,sleep
0.512552025268931,0.20599639605692524,0.03327211752503665,0.012605432985736128,0.0019071844506901839,3.3728751767252136,0.4250762828042993,sleep
0.4811327357497416,0.24003018626714734,0.041769334224239875,0.015654419325740906,0.0024934049899956916,3.631743078866729,0.4412099937109218,sleep
0.5976990677567577,0.15723766314461074,0.03109510979134566,0.011075502969029772,0.0021333342600057415,2.909799545016802,0.39962480501407144,sleep
0.5076133421327425,0.2466953087022278,0.02663124839019086,0.008764834622036513,0.0014655941634422786,3.0971099561195117,0.42196682963019216,sleep
0.340125657843623,0.39303500642701655,0.04819638062053834,0.01458095817010755,0.002156047833319049,4.003115915648488,0.4641166933841575,sleep
0.41330682562563964,0.2953742985408193,0.028005052675615878,0.01207461645208867,0.001656346788877502,3.7047038578052423,0.43788725894456054,sleep
0.4557408681764889,0.21491679361421226,0.03083791760067219,0.012970878479018635,0.001875212134501496,3.451598385849831,0.41731460452715546,sleep
0.41648987995364084,0.2534801045367902,0.04045724722831294,0.014358998466232634,0.0026832829664393534,3.80372565489669,0.43481456456663126,sleep
0.4948009994673609,0.2163168521346824,0.04479947938336824,0.015290206953339682,0.0021928164357557407,3.5726448036553724,0.43753821486587663,sleep
0.5308133011513216,0.18591075211373487,0.0443780111858942,0.0153033833719774,0.0024361479821040947,3.3911178612357085,0.42896470324122554,sleep
0.43366292274222634,0.2581038809364086,0.04330954804587081,0.012943618883610999,0.0023146722336643837,3.620306930308985,0.440818817042103,sleep
0.45718434161956206,0.2511545666538302,0.03809468188510518,0.012120719375453734,0.001957854332592115,3.4047433926061452,0.433166737079516,sleep
0.46866592102737925,0.2412800097763486,0.034923259359123764,0.016481753716419415,0.002148748231277318,3.5917182942120394,0.43882593405098186,sleep
0.41603750634118275,0.2788011516088128,0.031982744076334946,0.016813467771360394,0.002405734353263779,3.689258964989853,0.4402478748774497,sleep
0.46057212287668986,0.2340940065550015,0.04220906461332586,0.014724218184220947,0.0022999970085325863,3.5397508312951924,0.4430895718674205,sleep
0.44893652814054746,0.2191598493113185,0.040580353456981307,0.011806261708552002,0.002000678374556394,3.5440011520055235,0.4249076992393896,sleep
0.4809636012432689,0.18453708040462233,0.041190141724814,0.012543808410677038,0.0021265297617479428,3.650689557795233,0.413754319517928,sleep
0.4964095738397475,0.19311928168777726,0.030923201788534138,0.012076047857827283,0.002173941946444526,3.386663639572852,0.41671307799704865,sleep
0.46794341623557484,0.21552144560102,0.0297099094518097,0.01220647814660472,0.0017916590818359665,3.393715968921088,0.419778806028862,sleep
0.5029617002071258,0.22489649824725494,0.03891233507426669,0.015293403975296316,0.0025774305377618064,3.451806553237438,0.4355324404041131,sleep
0.4589143540150836,0.2607993830396394,0.03448665169760993,0.017154626778912958,0.0024009056242361737,3.5564863721472326,0.4406131128414089,sleep
